Baudrate:  115200Hz 	OVSR: 17 	DIV:   20 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.08  	BaudrateSetting = 0x0252C014
Baudrate:  671000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.02  	BaudrateSetting = 0x07F7E003
Baudrate:  672000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.04  	BaudrateSetting = 0x07EF9004
Baudrate:  673000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.10  	BaudrateSetting = 0x07EF6005
Baudrate:  674000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.05  	BaudrateSetting = 0x07F76005
Baudrate:  675000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.02  	BaudrateSetting = 0x03BBE003
Baudrate:  675999Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.13  	BaudrateSetting = 0x05DDE003
Baudrate:  677000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.14  	BaudrateSetting = 0x03BB9004
Baudrate:  677999Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.00  	BaudrateSetting = 0x05DD9004
Baudrate:  679000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.06  	BaudrateSetting = 0x05ADE003
Baudrate:  679999Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.09  	BaudrateSetting = 0x06B5E003
Baudrate:  681000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.02  	BaudrateSetting = 0x05DD6005
Baudrate:  681999Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.17  	BaudrateSetting = 0x05DD6005
Baudrate:  683000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.11  	BaudrateSetting = 0x05AD9004
Baudrate:  683999Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.03  	BaudrateSetting = 0x05B59004
Baudrate:  685000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.18  	BaudrateSetting = 0x06B59004
Baudrate:  686000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 36D 	Error(%) = 0.32  	BaudrateSetting = 0x036D6005
Baudrate:  687000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 56D 	Error(%) = 0.17  	BaudrateSetting = 0x056D6005
Baudrate:  688000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.03  	BaudrateSetting = 0x05AD6005
Baudrate:  689000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.10  	BaudrateSetting = 0x05559004
Baudrate:  690000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.05  	BaudrateSetting = 0x02AA9004
Baudrate:  691000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.19  	BaudrateSetting = 0x02AA9004
Baudrate:  692000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.09  	BaudrateSetting = 0x0222E003
Baudrate:  693000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.05  	BaudrateSetting = 0x0444E003
Baudrate:  694000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.20  	BaudrateSetting = 0x0084E003
Baudrate:  695000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.09  	BaudrateSetting = 0x05556005
Baudrate:  696000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.05  	BaudrateSetting = 0x02AA6005
Baudrate:  697000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.02  	BaudrateSetting = 0x0008E003
Baudrate:  698000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.12  	BaudrateSetting = 0x0010E003
Baudrate:  699000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.26  	BaudrateSetting = 0x0040E003
Baudrate:  700000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.25  	BaudrateSetting = 0x01229004
Baudrate:  701000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.11  	BaudrateSetting = 0x02229004
Baudrate:  702000Hz 	OVSR: 19 	DIV:    3 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.03  	BaudrateSetting = 0x0000E003
Baudrate:  703000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.04  	BaudrateSetting = 0x024A6005
Baudrate:  704000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.10  	BaudrateSetting = 0x02526005
Baudrate:  705000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.20  	BaudrateSetting = 0x07DFD003
Baudrate:  706000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.06  	BaudrateSetting = 0x07EFD003
Baudrate:  707000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.08  	BaudrateSetting = 0x03F7D003
Baudrate:  708000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.00  	BaudrateSetting = 0x00109004
Baudrate:  709000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.15  	BaudrateSetting = 0x00109004
Baudrate:  710000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.16  	BaudrateSetting = 0x02226005
Baudrate:  711000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.02  	BaudrateSetting = 0x02226005
Baudrate:  712000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.12  	BaudrateSetting = 0x04446005
Baudrate:  713000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.18  	BaudrateSetting = 0x00009004
Baudrate:  714000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.04  	BaudrateSetting = 0x00009004
Baudrate:  715000Hz 	OVSR: 14 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.10  	BaudrateSetting = 0x00009004
Baudrate:  716000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.02  	BaudrateSetting = 0x05B5D003
Baudrate:  717000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.16  	BaudrateSetting = 0x06B5D003
Baudrate:  718000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.15  	BaudrateSetting = 0x04086005
Baudrate:  719000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.01  	BaudrateSetting = 0x00086005
Baudrate:  720000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.10  	BaudrateSetting = 0x07EF8004
Baudrate:  721000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.04  	BaudrateSetting = 0x02AAD003
Baudrate:  722000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.18  	BaudrateSetting = 0x02AAD003
Baudrate:  723000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.32  	BaudrateSetting = 0x04AAD003
Baudrate:  724000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 54A 	Error(%) = 0.22  	BaudrateSetting = 0x054AD003
Baudrate:  725000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.09  	BaudrateSetting = 0x014AD003
Baudrate:  726000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.05  	BaudrateSetting = 0x0252D003
Baudrate:  727000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.04  	BaudrateSetting = 0x00006005
Baudrate:  728000Hz 	OVSR: 11 	DIV:    5 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.10  	BaudrateSetting = 0x00006005
Baudrate:  729000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.22  	BaudrateSetting = 0x0122D003
Baudrate:  730000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.08  	BaudrateSetting = 0x0222D003
Baudrate:  731000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.06  	BaudrateSetting = 0x0444D003
Baudrate:  732000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.19  	BaudrateSetting = 0x0044D003
Baudrate:  733000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.13  	BaudrateSetting = 0x05AD8004
Baudrate:  734000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.01  	BaudrateSetting = 0x05B58004
Baudrate:  735000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.09  	BaudrateSetting = 0x07EF5005
Baudrate:  736000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.05  	BaudrateSetting = 0x07F75005
Baudrate:  737000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.19  	BaudrateSetting = 0x03F75005
Baudrate:  738000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 5F7 	Error(%) = -0.32  	BaudrateSetting = 0x05F75005
Baudrate:  739000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.24  	BaudrateSetting = 0x05558004
Baudrate:  740000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.10  	BaudrateSetting = 0x05558004
Baudrate:  741000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.03  	BaudrateSetting = 0x0000D003
Baudrate:  742000Hz 	OVSR: 18 	DIV:    3 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.17  	BaudrateSetting = 0x0000D003
Baudrate:  743000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.16  	BaudrateSetting = 0x03BB5005
Baudrate:  744000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.03  	BaudrateSetting = 0x03BB5005
Baudrate:  745000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.11  	BaudrateSetting = 0x05DD5005
Baudrate:  746000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.01  	BaudrateSetting = 0x07F7C003
Baudrate:  747000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.09  	BaudrateSetting = 0x024A8004
Baudrate:  748000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.04  	BaudrateSetting = 0x02528004
Baudrate:  749000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 292 	Error(%) = -0.18  	BaudrateSetting = 0x02928004
Baudrate:  750000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 7BB 	Error(%) = 0.16  	BaudrateSetting = 0x07BBC003
Baudrate:  751000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.02  	BaudrateSetting = 0x03BBC003
Baudrate:  752000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.11  	BaudrateSetting = 0x05DDC003
Baudrate:  753000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.01  	BaudrateSetting = 0x05B55005
Baudrate:  754000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.10  	BaudrateSetting = 0x02228004
Baudrate:  755000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.04  	BaudrateSetting = 0x04448004
Baudrate:  756000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.07  	BaudrateSetting = 0x05ADC003
Baudrate:  757000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 5B5 	Error(%) = -0.07  	BaudrateSetting = 0x05B5C003
Baudrate:  758000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 2B5 	Error(%) = -0.20  	BaudrateSetting = 0x02B5C003
Baudrate:  759000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.33  	BaudrateSetting = 0x02D5C003
Baudrate:  760000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.25  	BaudrateSetting = 0x05555005
Baudrate:  761000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 555 	Error(%) = 0.12  	BaudrateSetting = 0x05555005
Baudrate:  762000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.01  	BaudrateSetting = 0x02AAC003
Baudrate:  763000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.14  	BaudrateSetting = 0x02AAC003
Baudrate:  764000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.27  	BaudrateSetting = 0x02AAC003
Baudrate:  765000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.31  	BaudrateSetting = 0x052AC003
Baudrate:  766000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.18  	BaudrateSetting = 0x014AC003
Baudrate:  767000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.05  	BaudrateSetting = 0x024AC003
Baudrate:  768000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.08  	BaudrateSetting = 0x0252C003
Baudrate:  769000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.03  	BaudrateSetting = 0x00008004
Baudrate:  770000Hz 	OVSR: 13 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.10  	BaudrateSetting = 0x00008004
Baudrate:  771000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.01  	BaudrateSetting = 0x024A5005
Baudrate:  772000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.12  	BaudrateSetting = 0x02525005
Baudrate:  773000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.01  	BaudrateSetting = 0x0444C003
Baudrate:  774000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.14  	BaudrateSetting = 0x0044C003
Baudrate:  775000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.22  	BaudrateSetting = 0x07DF7004
Baudrate:  776000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.09  	BaudrateSetting = 0x07EF7004
Baudrate:  777000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.04  	BaudrateSetting = 0x07F77004
Baudrate:  778000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.08  	BaudrateSetting = 0x0408C003
Baudrate:  779000Hz 	OVSR: 17 	DIV:    3 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.05  	BaudrateSetting = 0x0010C003
Baudrate:  780000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.06  	BaudrateSetting = 0x02225005
Baudrate:  781000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.07  	BaudrateSetting = 0x04445005
Baudrate:  782000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.19  	BaudrateSetting = 0x04445005
Baudrate:  783000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.17  	BaudrateSetting = 0x03BB7004
Baudrate:  784000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.04  	BaudrateSetting = 0x03BB7004
Baudrate:  785000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.09  	BaudrateSetting = 0x05DD7004
Baudrate:  786000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.21  	BaudrateSetting = 0x05DD7004
Baudrate:  787000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.34  	BaudrateSetting = 0x06DD7004
Baudrate:  788000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.27  	BaudrateSetting = 0x02085005
Baudrate:  788999Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.14  	BaudrateSetting = 0x04085005
Baudrate:  790000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.02  	BaudrateSetting = 0x00085005
Baudrate:  790999Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.11  	BaudrateSetting = 0x03F7B003
Baudrate:  792000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.01  	BaudrateSetting = 0x05AD7004
Baudrate:  792999Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.12  	BaudrateSetting = 0x06B57004
Baudrate:  794000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.24  	BaudrateSetting = 0x06B57004
Baudrate:  794999Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.13  	BaudrateSetting = 0x03BBB003
Baudrate:  796000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 3BB 	Error(%) = 0.00  	BaudrateSetting = 0x03BBB003
Baudrate:  796999Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 5DD 	Error(%) = -0.12  	BaudrateSetting = 0x05DDB003
Baudrate:  798000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 6DD 	Error(%) = -0.25  	BaudrateSetting = 0x06DDB003
Baudrate:  798999Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.13  	BaudrateSetting = 0x00005005
Baudrate:  800000Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.00  	BaudrateSetting = 0x00005005
Baudrate:  800999Hz 	OVSR: 10 	DIV:    5 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.12  	BaudrateSetting = 0x00005005
Baudrate:  802000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 5AD 	Error(%) = 0.00  	BaudrateSetting = 0x05ADB003
Baudrate:  802999Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 6B5 	Error(%) = -0.12  	BaudrateSetting = 0x06B5B003
Baudrate:  804000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 2B5 	Error(%) = -0.25  	BaudrateSetting = 0x02B5B003
Baudrate:  804999Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 2D5 	Error(%) = -0.37  	BaudrateSetting = 0x02D5B003
Baudrate:  806000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.26  	BaudrateSetting = 0x014A7004
Baudrate:  806999Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.13  	BaudrateSetting = 0x014A7004
Baudrate:  808000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.01  	BaudrateSetting = 0x024A7004
Baudrate:  808999Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.11  	BaudrateSetting = 0x02527004
Baudrate:  810000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.24  	BaudrateSetting = 0x04927004
Baudrate:  811000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.36  	BaudrateSetting = 0x04927004
Baudrate:  812000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.28  	BaudrateSetting = 0x052AB003
Baudrate:  813000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.15  	BaudrateSetting = 0x014AB003
Baudrate:  814000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.03  	BaudrateSetting = 0x024AB003
Baudrate:  815000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.09  	BaudrateSetting = 0x0252B003
Baudrate:  816000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.04  	BaudrateSetting = 0x02227004
Baudrate:  817000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.08  	BaudrateSetting = 0x04447004
Baudrate:  818000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.20  	BaudrateSetting = 0x00447004
Baudrate:  819000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.18  	BaudrateSetting = 0x0122B003
Baudrate:  820000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.06  	BaudrateSetting = 0x0222B003
Baudrate:  821000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.06  	BaudrateSetting = 0x0444B003
Baudrate:  822000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.18  	BaudrateSetting = 0x0044B003
Baudrate:  823000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.21  	BaudrateSetting = 0x02087004
Baudrate:  824000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.09  	BaudrateSetting = 0x00087004
Baudrate:  825000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.03  	BaudrateSetting = 0x00107004
Baudrate:  826000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.11  	BaudrateSetting = 0x0408B003
Baudrate:  827000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.02  	BaudrateSetting = 0x0010B003
Baudrate:  828000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.14  	BaudrateSetting = 0x0010B003
Baudrate:  829000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.26  	BaudrateSetting = 0x0020B003
Baudrate:  830000Hz 	OVSR: 16 	DIV:    3 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.38  	BaudrateSetting = 0x0080B003
Baudrate:  831000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.28  	BaudrateSetting = 0x00007004
Baudrate:  832000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.16  	BaudrateSetting = 0x00007004
Baudrate:  833000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.04  	BaudrateSetting = 0x00007004
Baudrate:  834000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.08  	BaudrateSetting = 0x00007004
Baudrate:  835000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.20  	BaudrateSetting = 0x00007004
Baudrate:  836000Hz 	OVSR: 12 	DIV:    4 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.32  	BaudrateSetting = 0x00007004
Baudrate:  837000Hz 	OVSR: 15 	DIV:    3 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.35  	BaudrateSetting = 0x077FA003
Baudrate:  838000Hz 	OVSR: 15 	DIV:    3 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.23  	BaudrateSetting = 0x07DFA003
Baudrate:  839000Hz 	OVSR: 15 	DIV:    3 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.11  	BaudrateSetting = 0x07EFA003
Baudrate:  840000Hz 	OVSR: 15 	DIV:    3 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.01  	BaudrateSetting = 0x07F7A003
Baudrate:  841000Hz 	OVSR: 15 	DIV:    3 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.13  	BaudrateSetting = 0x03F7A003
Baudrate:  842000Hz 	OVSR: 11 	DIV:    4 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.01  	BaudrateSetting = 0x07EF6004
Baudrate:  843000Hz 	OVSR: 11 	DIV:    4 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.11  	BaudrateSetting = 0x03F76004
